State,County_Name,latitude,longitude
VIRGINIA,Buchanan County,37.2600448,-82.0320334
VIRGINIA,Buckingham County,37.5558826,-78.5547172
VIRGINIA,Caroline County,38.0320305,-77.362363
VIRGINIA,Carroll County,36.7365816,-80.7439791
VIRGINIA,Charlotte County,37.0416273,-78.6523968
VIRGINIA,Cumberland County,37.5004191,-78.2469202
VIRGINIA,Dickenson County,37.1226368,-82.359691
VIRGINIA,Essex County,37.9140592,-76.9326385
VIRGINIA,Grayson County,36.6512208,-81.2114025
VIRGINIA,Greensville County,36.6405713,-77.5768298
VIRGINIA,Halifax County,36.747244,-78.9425634
VIRGINIA,Henry County,36.6725813,-79.9242922
VIRGINIA,Highland County,38.3841897,-79.5907978
VIRGINIA,King George County,38.2786312,-77.175356
VIRGINIA,Lancaster County,37.7625738,-76.4723233
VIRGINIA,Lee County,36.6841272,-83.0973211
VIRGINIA,Louisa County,37.9854441,-77.9486307
VIRGINIA,Lunenburg County,36.9445279,-78.2562001
VIRGINIA,Madison County,38.4114615,-78.2846634
VIRGINIA,Mecklenburg County,36.6798483,-78.314746
VIRGINIA,Middlesex County,37.6221412,-76.5904374
VIRGINIA,Northampton County,37.3688433,-75.9265679
VIRGINIA,Northumberland County,37.9314992,-76.4836686
VIRGINIA,Nottoway County,37.1489448,-78.0583926
VIRGINIA,Orange County,38.2490349,-78.013983
VIRGINIA,Page County,38.6002354,-78.5016516
VIRGINIA,Patrick County,36.6818706,-80.284636
VIRGINIA,Pittsylvania County,36.8121678,-79.4364106
VIRGINIA,Prince Edward County,37.2293293,-78.4628573
VIRGINIA,Richmond County,37.9476108,-76.7161921
VIRGINIA,Rockbridge County,37.8331804,-79.4622597
VIRGINIA,Russell County,36.9251814,-82.1147841
VIRGINIA,Shenandoah County,38.856559,-78.5890893
VIRGINIA,Smyth County,36.8440149,-81.5418453
VIRGINIA,Southampton County,36.6959378,-77.1586002
VIRGINIA,Tazewell County,37.1236041,-81.5684129
VIRGINIA,Westmoreland County,38.1153203,-76.7567355
VIRGINIA,Wise County,37.0170633,-82.6103804
WASHINGTON,Asotin County,46.1678079,-117.2045179
WASHINGTON,Benton County,46.1691702,-119.5286424
WASHINGTON,Chelan County,47.8012197,-120.6276904
WASHINGTON,Clark County,45.7669047,-122.4940866
WASHINGTON,Cowlitz County,46.1998625,-122.6931507
WASHINGTON,Douglas County,47.7652709,-119.6075365
WASHINGTON,Franklin County,46.5654696,-118.8935483
WASHINGTON,King County,47.4873376,-121.8622122
WASHINGTON,Kitsap County,47.594502,-122.6474421
WASHINGTON,Pierce County,47.0022547,-122.2117983
WASHINGTON,Skagit County,48.4596092,-121.7332784
WASHINGTON,Skamania County,45.966211,-121.9278867
WASHINGTON,Snohomish County,48.0074736,-121.7304882
WASHINGTON,Spokane County,47.5354964,-117.4074674
WASHINGTON,Stevens County,48.4249969,-117.8489411
WASHINGTON,Thurston County,46.9319983,-122.8855155
WASHINGTON,Walla Walla County,46.2055155,-118.5174284
WASHINGTON,Whatcom County,48.8107819,-121.8828175
WASHINGTON,Yakima County,46.4135961,-120.730253
WASHINGTON,Clallam County,47.9998383,-123.7373472
WASHINGTON,Columbia County,46.2947665,-117.9174697
WASHINGTON,Garfield County,46.4604687,-117.5294769
WASHINGTON,Grant County,47.119015,-119.4904332
WASHINGTON,Grays Harbor County,47.1744169,-123.8658829
WASHINGTON,Island County,48.2162669,-122.6842402
WASHINGTON,Jefferson County,47.7325289,-123.6328565
WASHINGTON,Kittitas County,47.1057471,-120.5849305
WASHINGTON,Lewis County,46.589237,-122.3843571
WASHINGTON,Lincoln County,47.5664588,-118.3588615
WASHINGTON,Mason County,47.3429635,-123.1822758
WASHINGTON,Okanogan County,48.5158513,-119.6527477
WASHINGTON,Pacific County,46.5334929,-123.768029
WASHINGTON,Pend Oreille County,48.5188671,-117.2778631
WASHINGTON,San Juan County,48.5443087,-122.9919497
WASHINGTON,Whitman County,46.9428831,-117.5286172
WEST VIRGINIA,Berkeley County,39.4535243,-78.0395522
WEST VIRGINIA,Cabell County,38.4200892,-82.2316907
WEST VIRGINIA,Fayette County,38.0331608,-81.0722238
WEST VIRGINIA,Jefferson County,39.2954767,-77.8782587
WEST VIRGINIA,Kanawha County,38.3428208,-81.5089835
WEST VIRGINIA,Marshall County,39.854861,-80.6616946
WEST VIRGINIA,Monongalia County,39.6391074,-80.0300399
WEST VIRGINIA,Morgan County,39.5455257,-78.2592246
WEST VIRGINIA,Ohio County,40.0984771,-80.6109467
WEST VIRGINIA,Preston County,39.4635196,-79.6902758
WEST VIRGINIA,Putnam County,38.4939687,-81.9150148
WEST VIRGINIA,Raleigh County,37.7493481,-81.2250929
WEST VIRGINIA,Wood County,39.2054823,-81.5185967
WEST VIRGINIA,Doddridge County,39.2632436,-80.7299566
WEST VIRGINIA,Gilmer County,38.9268106,-80.8350098
WEST VIRGINIA,Hardy County,39.0040008,-78.8441276
WEST VIRGINIA,Harrison County,39.2820223,-80.3789878
WEST VIRGINIA,Jackson County,38.818099,-81.6584708
WEST VIRGINIA,Logan County,37.8024603,-81.9284776
WEST VIRGINIA,Marion County,39.5128606,-80.2258567
WEST VIRGINIA,Mason County,38.7499013,-82.052456
WEST VIRGINIA,Mercer County,37.4071873,-81.1107194
WEST VIRGINIA,Mineral County,39.3839905,-78.9416922
WEST VIRGINIA,Monroe County,37.5585821,-80.5192225
WEST VIRGINIA,Nicholas County,38.2784261,-80.770707
WEST VIRGINIA,Randolph County,38.8085998,-79.872531
WEST VIRGINIA,Ritchie County,39.1666305,-81.0474662
WEST VIRGINIA,Roane County,38.6943369,-81.3366149
WEST VIRGINIA,Summers County,37.6293626,-80.8458259
WEST VIRGINIA,Upshur County,38.8957981,-80.2461453
WEST VIRGINIA,Wetzel County,39.6092584,-80.6503396
WEST VIRGINIA,Wyoming County,37.5969073,-81.5364932
WISCONSIN,Brown County,44.4383498,-88.0167093
WISCONSIN,Calumet County,44.0751086,-88.2144321
WISCONSIN,Chippewa County,45.0740585,-91.2947258
WISCONSIN,Columbia County,43.4641929,-89.3478429
WISCONSIN,Dane County,43.0709273,-89.4322174
WISCONSIN,Douglas County,46.4396038,-91.9059158
WISCONSIN,Eau Claire County,44.7257643,-91.3040313
WISCONSIN,Fond du Lac County,43.7533414,-88.4493796
WISCONSIN,Green County,42.6791433,-89.6076428
WISCONSIN,Iowa County,42.9732457,-90.1334393
WISCONSIN,Kenosha County,42.5729233,-88.0679837
WISCONSIN,Kewaunee County,44.521282,-87.6301086
WISCONSIN,La Crosse County,43.8890516,-91.0902393
WISCONSIN,Marathon County,44.8914036,-89.7748098
WISCONSIN,Milwaukee County,43.0180325,-87.5807546
WISCONSIN,Oconto County,44.9988053,-88.2480072
WISCONSIN,Outagamie County,44.41603,-88.4602005
WISCONSIN,Ozaukee County,43.3569041,-87.9579748
WISCONSIN,Pierce County,44.7186568,-92.3786114
WISCONSIN,Racine County,42.7303792,-87.6803497
WISCONSIN,Rock County,42.6654418,-89.081772
WISCONSIN,Sheboygan County,43.7128967,-87.9370433
WISCONSIN,Vernon County,43.5811229,-90.8231247
WISCONSIN,Washington County,43.3734986,-88.2370888
WISCONSIN,Waukesha County,43.0622536,-88.3123889
WISCONSIN,Winnebago County,44.0697014,-88.6516527
WISCONSIN,Adams County,43.9462246,-89.7836456
WISCONSIN,Ashland County,46.2062319,-90.6802594
WISCONSIN,Barron County,45.423557,-91.8454099
WISCONSIN,Bayfield County,46.4710241,-91.1983175
WISCONSIN,Buffalo County,44.4073658,-91.7547858
WISCONSIN,Burnett County,45.8652437,-92.2673161
WISCONSIN,Clark County,44.7188146,-90.6214928
WISCONSIN,Crawford County,43.2271639,-90.8938474
WISCONSIN,Dodge County,43.413614,-88.7177834
WISCONSIN,Door County,44.7615925,-87.5329747
WISCONSIN,Forest County,45.625108,-88.806738
WISCONSIN,Grant County,42.8855277,-90.6991696
WISCONSIN,Green Lake County,43.7971612,-89.0402508
WISCONSIN,Jackson County,44.3016847,-90.8085198
WISCONSIN,Jefferson County,43.0224668,-88.7673031
WISCONSIN,Juneau County,43.9532381,-90.1218405
WISCONSIN,Lafayette County,42.6632391,-90.1317754
WISCONSIN,Langlade County,45.2728122,-89.067113
WISCONSIN,Lincoln County,45.3265631,-89.7326216
WISCONSIN,Manitowoc County,44.0998341,-87.827992
WISCONSIN,Marinette County,45.3834983,-88.0409574
WISCONSIN,Marquette County,43.8122244,-89.3926785
WISCONSIN,Menominee County,45.0154357,-88.7089153
WISCONSIN,Oneida County,45.6879163,-89.4779558
WISCONSIN,Pepin County,44.6351571,-92.0101928
WISCONSIN,Polk County,45.4318573,-92.407472
WISCONSIN,Portage County,44.4604931,-89.5108818
WISCONSIN,Price County,45.676627,-90.368792
WISCONSIN,Richland County,43.3662526,-90.4557081
WISCONSIN,Rusk County,45.4589749,-91.1240967
WISCONSIN,Sauk County,43.4401728,-89.9653841
WISCONSIN,Sawyer County,45.8731634,-91.1468287
WISCONSIN,Shawano County,44.7817214,-88.7118868
WISCONSIN,Taylor County,45.2057106,-90.4915874
WISCONSIN,Trempealeau County,44.2782406,-91.3828806
WISCONSIN,Vilas County,46.0382686,-89.4734462
WISCONSIN,Walworth County,42.6711513,-88.5467715
WISCONSIN,Washburn County,45.8926321,-91.7971652
WISCONSIN,Waupaca County,44.4927889,-88.9650419
WISCONSIN,Waushara County,44.1103406,-89.2347222
WISCONSIN,Wood County,44.4517617,-90.0199618
WYOMING ,Laramie County,41.2737321,-104.7268231
WYOMING ,Natrona County,42.9487008,-106.8465639
WYOMING ,Albany County,41.6684047,-105.6812633
WYOMING ,Campbell County,44.1908398,-105.5775352
WYOMING ,Converse County,43.0202459,-105.5046207
WYOMING ,Crook County,44.5746536,-104.5816096
WYOMING ,Goshen County,42.0657096,-104.3541422
WYOMING ,Hot Springs County,43.7008749,-108.409568
WYOMING ,Johnson County,44.0155638,-106.6140815
WYOMING ,Lincoln County,42.1765551,-110.7208048
WYOMING ,Niobrara County,43.0087581,-104.4565524
WYOMING ,Park County,44.6076072,-109.5678484
WYOMING ,Platte County,42.0923141,-104.9870991
WYOMING ,Sheridan County,44.7947537,-106.8222688
WYOMING ,Sublette County,42.736927,-109.9905911
WYOMING ,Sweetwater County,41.6239475,-108.9702314
WYOMING ,Teton County,43.9139214,-110.6380363
FLORIDA,Alachua County,29.675568,-82.3640109
FLORIDA,Baker County,30.3143459,-82.2847163
FLORIDA,Bay County,30.2481693,-85.6593633
FLORIDA,Brevard County,28.2100203,-80.7997185
FLORIDA,Charlotte County,26.9013269,-81.9156799
FLORIDA,Clay County,29.9766524,-81.8470596
FLORIDA,Collier County,26.087964,-81.3794941
FLORIDA,Flagler County,29.4844412,-81.2917415
FLORIDA,Hernando County,28.5710156,-82.4605068
FLORIDA,Hillsborough County,27.9184543,-82.3488057
FLORIDA,Jacksonville Sheriff's Office County,30.3253723,-81.6520118
FLORIDA,Jefferson County,30.3949531,-83.9326576
FLORIDA,Lee County,26.5999265,-81.8823135
FLORIDA,Leon County,30.4683062,-84.2549068
FLORIDA,Marion County,29.2182454,-82.0626948
FLORIDA,Martin County,27.0673711,-80.3994412
FLORIDA,Miami-Dade County,25.6364246,-80.4989467
FLORIDA,Nassau County,30.6624329,-81.7707334
FLORIDA,Palm Beach County,26.6279798,-80.4494174
FLORIDA,Pinellas County,27.8778904,-82.7329309
FLORIDA,Polk County,27.9448537,-81.7268789
FLORIDA,Santa Rosa County,30.6964502,-87.0097524
FLORIDA,Sarasota County,27.1813609,-82.3609195
FLORIDA,Seminole County,28.7225829,-81.2353683
FLORIDA,Wakulla County,30.1480038,-84.3543512
FLORIDA,Walton County,30.6204939,-86.1912678
FLORIDA,Washington County,30.6009343,-85.6762025
FLORIDA,Columbia County,30.2097438,-82.6263633
FLORIDA,DeSoto County,27.190253,-81.8244232
FLORIDA,Gulf County,29.9665252,-85.2175889
FLORIDA,Hardee County,27.4856349,-81.8196804
FLORIDA,Hendry County,26.597094,-81.1520667
FLORIDA,Madison County,30.4514352,-83.4524524
FLORIDA,Monroe County,25.0405135,-80.8337157
FLORIDA,Okeechobee County,27.3923408,-80.8873655
FLORIDA,Putnam County,29.6266155,-81.7230549
FLORIDA,Taylor County,30.0926733,-83.6377926
GEORGIA,Dougherty County Police Department County,,
GEORGIA,Floyd County Police Department County,,
GEORGIA,Fulton County Police Department County,,
GEORGIA,Glynn County Police Department County,,
GEORGIA,Henry County Police Department County,,
HAWAII,Kauai Police Department County,,
KENTUCKY,Knott County Police Department County,,
KENTUCKY,Pulaski County Police Department County,,
KENTUCKY,Whitley County Police Department County,,
MARYLAND,Anne Arundel County Police Department County,,
MARYLAND,Prince George's County Police Department County,,
MISSOURI,St. Charles County Police Department County,,
MISSOURI,St. Louis County Police Department County,,
NEW YORK,Westchester Public Safety County,,
PENNSYLVANIA,Allegheny County Police Department County,,
VIRGINIA,Albemarle County Police Department County,,
VIRGINIA,James City County Police Department County,,
VIRGINIA,Prince George County Police Department County,,
VIRGINIA,Prince William County Police Department County,,
VIRGINIA,Roanoke County Police Department County,,
WYOMING ,Uinta County,41.2631855,-110.5678519
WYOMING ,Washakie County,43.9308684,-107.6704088
WYOMING ,Weston County,43.8397865,-104.5361902
